Fecha,Hora,Likes,Lang,Tweet_limpio,Procesado,BERTopic_Topic,BERTopic_Prob,Locations,SentimentScore
2023-12-05 07:14,11:55:50,149,E,and contacto_vivir situación complicado duda viaje_escolar generar_estrés compromiso importante reorganizar_cita generar_cambio hora gustar_reforzar atención_situación imprevista saludo cordial cruz viv chacón desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado duda viaje escolar generar estrés compromiso importante reorganizar cita generar cambio hora gustar reforzar atención situación imprevista saludo cordial cruz viv chacón desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,2,0.4091227588961779,,0.8432687520980835
2025-06-21 09:10,09:10:20,140,E,and experimentar_inconveniente viaje desear compartir_duda tarjeta_descuento complicado_depender puntualidad_llegar tiempo provocar_gasto adicional_deber gustar_reforzar atención_situación imprevista saludo cordial calixta querol cózar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir duda tarjeta descuento complicado depender puntualidad llegar tiempo provocar gasto adicional deber gustar reforzar atención situación imprevista saludo cordial calixta querol cózar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,1,0.7200670386262461,,-0.9973863959312439
2023-12-07 11:20,15:09:48,412,E,and trayecto_ocurrir considerar importante comunicar persona_agresivo tren generar_estrés compromiso importante consecuencia_perder conexión_transporte ayuda_implementarar mejora_prevenir problema saludo cordial luz mercader roig desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar persona agresivo tren generar estrés compromiso importante consecuencia perder conexión transporte ayuda implementarar mejora prevenir problema saludo cordial luz mercader roig desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0349016685592944,,0.9691518545150757
2023-05-23 08:58,02:04:17,445,E,and trayecto_ocurrir considerar importante comunicar reserva_aparecer tren generar_estrés compromiso importante provocar_gasto adicional_deber gustar_futuro claridad_rapidez comunicación saludo cordial chema duer desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar reserva aparecer tren generar estrés compromiso importante provocar gasto adicional deber gustar futuro claridad rapidez comunicación saludo cordial chema duer desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.1054314995951531,,0.996454119682312
2024-08-20 09:27,13:48:39,471,E,and querer_detallar problema_recientemente tren asiento_asignado erróneamente complicado_depender puntualidad_llegar tiempo causa_llegar previsto gustar_reforzar atención_situación imprevista saludo cordial marcia bibián cabo alemán desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren asiento asignado erróneamente complicado depender puntualidad llegar tiempo causa llegar previsto gustar reforzar atención situación imprevista saludo cordial marcia bibián cabo alemán desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0028423101982893,bibián,0.9436243176460266
2023-10-21 21:12,11:34:01,490,E,and problema viaje_considero necesario_notificar él iluminación_insuficiente inconveniente_serio recibir_información momento reorganizar_cita generar_cambio hora esperar_sinceramente evitar_volver suceder saludo cordial celia escudero pedrazar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and problema viaje considero necesario notificar él iluminación insuficiente inconveniente serio recibir información momento reorganizar cita generar cambio hora esperar sinceramente evitar volver suceder saludo cordial celia escudero pedrazar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,0,0.4597159750459477,,-0.9971471428871155
2025-08-15 18:03,03:30:05,303,E,and querer_explicar ocurrir_viaje botón_emergencia funcionar complicado_depender puntualidad_llegar tiempo causa_llegar previsto esperar_sinceramente evitar_volver suceder saludo cordial azeneth barrio desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje botón emergencia funcionar complicado depender puntualidad llegar tiempo causa llegar previsto esperar sinceramente evitar volver suceder saludo cordial azeneth barrio desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,104,0.0535333339513979,,0.9883804321289062
2025-05-16 11:38,18:35:20,104,E,and querer_explicar ocurrir_viaje duda_viajar mascota inconveniente_serio recibir_información momento reorganizar_cita generar_cambio hora esperar_sinceramente evitar_volver suceder saludo cordial kike torre desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje duda viajar mascota inconveniente serio recibir información momento reorganizar cita generar cambio hora esperar sinceramente evitar volver suceder saludo cordial kike torre desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0311570855282675,,-0.9892266988754272
2023-07-25 08:35,12:42:19,344,E,and querer_explicar ocurrir_viaje personal_atender pregunta situación_especialmente problemático_afectar organización consecuencia_perder conexión_transporte gustar_reforzar atención_situación imprevista saludo cordial berto montero desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje personal atender pregunta situación especialmente problemático afectar organización consecuencia perder conexión transporte gustar reforzar atención situación imprevista saludo cordial berto montero desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,100,1.0,,-0.6046919822692871
2023-07-06 18:47,22:48:05,178,E,and trayecto_ocurrir considerar importante comunicar retraso_falta personal problema_agravar alternativa_evidente momento provocar_gasto adicional_deber confío_revisen proceso pasajero acompañado saludo cordial xiomarar torre acero desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar retraso falta personal problema agravar alternativa evidente momento provocar gasto adicional deber confío revisen proceso pasajero acompañado saludo cordial xiomarar torre acero desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0830190683364092,,0.990202784538269
2024-06-02 19:15,05:05:38,481,E,and trayecto_ocurrir considerar importante comunicar retraso_minuto anuncio complicado_depender puntualidad_llegar tiempo causa_llegar previsto gustar_futuro claridad_rapidez comunicación saludo cordial elisabet olmedo acero desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar retraso minuto anuncio complicado depender puntualidad llegar tiempo causa llegar previsto gustar futuro claridad rapidez comunicación saludo cordial elisabet olmedo acero desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,21,1.0,,0.992127537727356
2023-02-17 18:23,08:36:37,3,E,and gustar_relatarl situación afectar cancelación_tren alternativa complicado_depender puntualidad_llegar tiempo reorganizar_cita generar_cambio hora gustar_reforzar atención_situación imprevista saludo cordial cleto francisco_jose_barrero araujo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar cancelación tren alternativa complicado depender puntualidad llegar tiempo reorganizar cita generar cambio hora gustar reforzar atención situación imprevista saludo cordial cleto francisco_jose_barrero araujo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,57,0.098325061795259,,0.5963026285171509
2025-10-07 13:33,13:35:01,277,E,and escribir_informar suceder_trayecto retraso_falta personal situación_especialmente problemático_afectar organización reorganizar_cita generar_cambio hora gustar_reforzar atención_situación imprevista saludo cordial eusebio santos casa desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and escribir informar suceder trayecto retraso falta personal situación especialmente problemático afectar organización reorganizar cita generar cambio hora gustar reforzar atención situación imprevista saludo cordial eusebio santos casa desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0805520788684361,,0.6287565231323242
2024-10-09 09:27,04:30:28,265,E,and querer_explicar ocurrir_viaje retraso_minuto anuncio problema_agravar alternativa_evidente momento terminé_buscar solución_difícil ayuda_implementarar mejora_prevenir problema saludo cordial araceli alarcón desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje retraso minuto anuncio problema agravar alternativa evidente momento terminé buscar solución difícil ayuda implementarar mejora prevenir problema saludo cordial araceli alarcón desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,124,1.0,araceli,0.5422062873840332
2023-06-23 13:28,13:50:02,81,E,and querer_detallar problema_recientemente tren perder_cochecito infantil problema_agravar alternativa_evidente momento consecuencia_perder conexión_transporte gustar_reforzar atención_situación imprevista saludo cordial petrona manrique sainz desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren perder cochecito infantil problema agravar alternativa evidente momento consecuencia perder conexión transporte gustar reforzar atención situación imprevista saludo cordial petrona manrique sainz desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,34,0.086574058391222,,0.9619148373603821
2023-11-02 15:26,04:46:57,421,E,and querer_detallar problema_recientemente tren cancelación_tren alternativa complicado_depender puntualidad_llegar tiempo consecuencia_perder conexión_transporte gustar_futuro claridad_rapidez comunicación saludo cordial ligia moer sala desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren cancelación tren alternativa complicado depender puntualidad llegar tiempo consecuencia perder conexión transporte gustar futuro claridad rapidez comunicación saludo cordial ligia moer sala desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0211262508446973,,0.7895358204841614
2024-06-22 16:45,20:16:53,330,E,and experimentar_inconveniente viaje desear compartir problema comprar_billete onlinar situación_especialmente problemático_afectar organización reorganizar_cita generar_cambio hora gustar_reforzar atención_situación imprevista saludo cordial leoncio sacristán mora desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir problema comprar billete onlinar situación especialmente problemático afectar organización reorganizar cita generar cambio hora gustar reforzar atención situación imprevista saludo cordial leoncio sacristán mora desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,1,0.777532325527615,,-0.998689591884613
2025-12-27 18:19,10:23:36,432,E,and dirijo_describir incidente_ocurrido tren perder_mochila problema_agravar alternativa_evidente momento terminé_buscar solución_difícil confío_revisen proceso pasajero acompañado saludo cordial timoteo_gilabert_además desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and dirijo describir incidente ocurrido tren perder mochila problema agravar alternativa evidente momento terminé buscar solución difícil confío revisen proceso pasajero acompañado saludo cordial timoteo_gilabert_además desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,4,1.0,,-0.5953609943389893
2023-04-20 10:19,03:22:24,396,E,and contacto_vivir situación complicado duda_reembolso billete situación_especialmente problemático_afectar organización reorganizar_cita generar_cambio hora gustar_futuro claridad_rapidez comunicación saludo cordial marcial salom desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado duda reembolso billete situación especialmente problemático afectar organización reorganizar cita generar cambio hora gustar futuro claridad rapidez comunicación saludo cordial marcial salom desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,2,0.5819970311777427,,-0.7367467880249023
2023-03-02 10:45,12:21:28,370,E,and escribir_informar suceder_trayecto perder_cartera problema_agravar alternativa_evidente momento causa_llegar previsto gustar_reforzar atención_situación imprevista saludo cordial aránzazu macia desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and escribir informar suceder trayecto perder cartera problema agravar alternativa evidente momento causa llegar previsto gustar reforzar atención situación imprevista saludo cordial aránzazu macia desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.1508338269473136,,0.8286611437797546
2025-07-05 06:20,14:54:06,370,E,and experimentar_inconveniente viaje desear compartir persona_causar disturbio complicado_depender puntualidad_llegar tiempo consecuencia_perder conexión_transporte ayuda_implementarar mejora_prevenir problema saludo cordial ramona carreño carro desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir persona causar disturbio complicado depender puntualidad llegar tiempo consecuencia perder conexión transporte ayuda implementarar mejora prevenir problema saludo cordial ramona carreño carro desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,1,0.641439940655689,,-0.999226450920105
2024-02-07 15:29,13:49:51,420,E,and gustar_relatarl situación afectar parada_planificado generar_demoro inconveniente_serio recibir_información momento consecuencia_perder conexión_transporte gustar_reforzar atención_situación imprevista saludo cordial borja espiridión gisbert sancho desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar parada planificado generar demoro inconveniente serio recibir información momento consecuencia perder conexión transporte gustar reforzar atención situación imprevista saludo cordial borja espiridión gisbert sancho desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,81,1.0,,0.9867043495178223
2023-04-18 19:10,20:42:12,481,E,and experimentar_inconveniente viaje desear compartir ventana_sucio generar_estrés compromiso importante causa_llegar previsto esperar_sinceramente evitar_volver suceder saludo cordial abilio vilar alberola desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir ventana sucio generar estrés compromiso importante causa llegar previsto esperar sinceramente evitar volver suceder saludo cordial abilio vilar alberola desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,1,0.7693817652246739,,-0.9989216327667236
2025-02-27 10:14,13:31:32,448,E,and gustar_relatarl situación afectar perder_cartera inconveniente_serio recibir_información momento causa_llegar previsto esperar_sinceramente evitar_volver suceder saludo cordial filomena rojo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar perder cartera inconveniente serio recibir información momento causa llegar previsto esperar sinceramente evitar volver suceder saludo cordial filomena rojo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,71,0.4331372106638234,,-0.8758684992790222
2024-03-25 17:29,09:05:39,406,E,and experimentar_inconveniente viaje desear compartir retraso_causado problema_técnico tren generar_estrés compromiso importante terminé_buscar solución_difícil ayuda_implementarar mejora_prevenir problema saludo cordial dulce blanco andrés desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir retraso causado problema técnico tren generar estrés compromiso importante terminé buscar solución difícil ayuda implementarar mejora prevenir problema saludo cordial dulce blanco andrés desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,1,0.6478549017742389,,-0.9991922974586487
2023-07-22 15:35,06:01:32,312,E,and querer_explicar ocurrir_viaje sugerencia_mejorar información retraso situación_especialmente problemático_afectar organización consecuencia_perder conexión_transporte gustar_reforzar atención_situación imprevista saludo cordial lilián vendrell_velázquez_además desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje sugerencia mejorar información retraso situación especialmente problemático afectar organización consecuencia perder conexión transporte gustar reforzar atención situación imprevista saludo cordial lilián vendrell_velázquez_además desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0294458426677018,,0.5925108194351196
2024-06-11 14:57,13:30:52,278,E,and dirijo_describir incidente_ocurrido tren sugerencia_mejorar información retraso inconveniente_serio recibir_información momento provocar_gasto adicional_deber gustar_futuro claridad_rapidez comunicación saludo cordial carmen badía beltran desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and dirijo describir incidente ocurrido tren sugerencia mejorar información retraso inconveniente serio recibir información momento provocar gasto adicional deber gustar futuro claridad rapidez comunicación saludo cordial carmen badía beltran desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,4,0.292463324991428,,-0.9962085485458374
2025-05-26 19:07,05:55:51,351,E,and escribir_informar suceder_trayecto aire_acondicionado frío inconveniente_serio recibir_información momento reorganizar_cita generar_cambio hora esperar_sinceramente evitar_volver suceder saludo cordial carmelo riba salvà desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and escribir informar suceder trayecto aire acondicionado frío inconveniente serio recibir información momento reorganizar cita generar cambio hora esperar sinceramente evitar volver suceder saludo cordial carmelo riba salvà desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,7,0.5175284799442779,,0.9676200747489929
2025-11-04 14:25,10:50:38,326,E,and dirijo_describir incidente_ocurrido tren parada_planificado generar_demoro situación_especialmente problemático_afectar organización consecuencia_perder conexión_transporte esperar_sinceramente evitar_volver suceder saludo cordial calixta jerez agudo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and dirijo describir incidente ocurrido tren parada planificado generar demoro situación especialmente problemático afectar organización consecuencia perder conexión transporte esperar sinceramente evitar volver suceder saludo cordial calixta jerez agudo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,4,1.0,jerez agudo,-0.9842938780784607
2025-02-07 20:12,05:06:43,202,E,and experimentar_inconveniente viaje desear compartir cancelación_tren alternativo generar_estrés compromiso importante terminé_buscar solución_difícil esperar_sinceramente evitar_volver suceder saludo cordial armar barragán desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and experimentar inconveniente viaje desear compartir cancelación tren alternativo generar estrés compromiso importante terminé buscar solución difícil esperar sinceramente evitar volver suceder saludo cordial armar barragán desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,1,0.6210005127531182,,-0.9991828799247742
2023-04-07 21:12,10:09:30,392,E,and trayecto_ocurrir considerar importante comunicar duda_tarjeta descuento inconveniente_serio recibir_información momento reorganizar_cita generar_cambio hora_confiar revisen_proceso pasajero acompañado saludo cordial lorenza peña lara_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar duda tarjeta descuento inconveniente serio recibir información momento reorganizar cita generar cambio hora confiar revisen proceso pasajero acompañado saludo cordial lorenza peña lara_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,85,1.0,,0.623841404914856
2023-10-28 06:59,14:48:14,432,E,and gustar_relatarl situación afectar espacio_bicicleta ocupar problema_agravar alternativa_evidente momento terminé_buscar solución_difícil gustar_reforzar atención_situación imprevista saludo cordial eloy fausto reig espinoso desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar espacio bicicleta ocupar problema agravar alternativa evidente momento terminé buscar solución difícil gustar reforzar atención situación imprevista saludo cordial eloy fausto reig espinoso desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,80,1.0,,0.9958840012550354
2024-03-06 07:27,04:10:56,203,E,and contacto_vivir situación complicado retraso_minuto pese_informar puntualidad generar_estrés compromiso importante consecuencia_perder conexión_transporte gustar_reforzar atención_situación imprevista saludo cordial mariano cañetar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado retraso minuto pese informar puntualidad generar estrés compromiso importante consecuencia perder conexión transporte gustar reforzar atención situación imprevista saludo cordial mariano cañetar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,2,0.5848892098340013,,0.9927378296852112
2023-05-15 20:37,01:38:36,121,E,and gustar_relatarl situación afectar solicitud_compensación rechazado situación_especialmente problemático_afectar organización causa_llegar previsto gustar_reforzar atención_situación imprevista saludo cordial brunilda guardiola bejarano desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar solicitud compensación rechazado situación especialmente problemático afectar organización causa llegar previsto gustar reforzar atención situación imprevista saludo cordial brunilda guardiola bejarano desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,114,1.0,,-0.7141775488853455
2025-11-27 08:40,23:39:23,311,E,and querer_detallar problema_recientemente tren ventilación_excesivamente ruidoso problema_agravar alternativa_evidente momento reorganizar_cita generar_cambio hora esperar_sinceramente evitar_volver suceder saludo cordial nydia barragar gisbert_además desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren ventilación excesivamente ruidoso problema agravar alternativa evidente momento reorganizar cita generar cambio hora esperar sinceramente evitar volver suceder saludo cordial nydia barragar gisbert_además desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,41,0.8610047188589941,,0.972810685634613
2025-03-01 09:31,10:45:08,460,E,and trayecto_ocurrir considerar importante comunicar iluminación_insuficiente problema_agravar alternativa_evidente momento causa_llegar previsto gustar_reforzar atención_situación imprevista saludo cordial ofelia criado pla desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar iluminación insuficiente problema agravar alternativa evidente momento causa llegar previsto gustar reforzar atención situación imprevista saludo cordial ofelia criado pla desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0302645465451855,,0.9730128049850464
2025-06-03 21:24,21:07:17,349,E,and escribir_informar suceder_trayecto cancelación_tren alternativo generar_estrés compromiso importante terminé_buscar solución_difícil esperar_sinceramente evitar_volver suceder saludo cordial gastón vegar ramo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and escribir informar suceder trayecto cancelación tren alternativo generar estrés compromiso importante terminé buscar solución difícil esperar sinceramente evitar volver suceder saludo cordial gastón vegar ramo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,137,1.0,,-0.5366569757461548
2025-10-26 11:49,09:38:12,471,E,and gustar_relatarl situación afectar anuncio_megafonía difícil_entender complicado_depender puntualidad_llegar tiempo reorganizar_cita generar_cambio hora_confiar revisen_proceso pasajero acompañado saludo cordial apolinar romar durar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar anuncio megafonía difícil entender complicado depender puntualidad llegar tiempo reorganizar cita generar cambio hora confiar revisen proceso pasajero acompañado saludo cordial apolinar romar durar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0605626397470128,,0.9973093271255493
2025-01-18 07:09,03:06:22,298,E,and dirijo_describir incidente_ocurrido tren duda_tarjeta descuento complicado_depender puntualidad_llegar tiempo causa_llegar previsto gustar_reforzar atención_situación imprevista saludo cordial fanny quero blazquez desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and dirijo describir incidente ocurrido tren duda tarjeta descuento complicado depender puntualidad llegar tiempo causa llegar previsto gustar reforzar atención situación imprevista saludo cordial fanny quero blazquez desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,4,0.4203534917019759,,-0.8335967063903809
2024-11-12 20:12,12:28:59,294,E,and escribir_informar suceder_trayecto retraso_maquinista disponible generar_estrés compromiso importante provocar_gasto adicional_deber ayuda_implementarar mejora_prevenir problema saludo cordial maría jesús_carballo_olivera_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and escribir informar suceder trayecto retraso maquinista disponible generar estrés compromiso importante provocar gasto adicional deber ayuda implementarar mejora prevenir problema saludo cordial maría jesús_carballo_olivera_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,7,0.3208678209861062,,0.9516263604164124
2023-01-08 12:34,20:01:32,443,E,and dirijo_describir incidente_ocurrido tren duda_reembolso billete generar_estrés compromiso importante causa_llegar previsto gustar_futuro claridad_rapidez comunicación saludo cordial jo_él antonio_caro lozano desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and dirijo describir incidente ocurrido tren duda reembolso billete generar estrés compromiso importante causa llegar previsto gustar futuro claridad rapidez comunicación saludo cordial jo él antonio_caro lozano desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,4,1.0,,-0.7503064870834351
2024-06-22 12:43,13:14:30,402,E,and querer_explicar ocurrir_viaje perder_ordenador portátil complicado_depender puntualidad_llegar tiempo causa_llegar previsto gustar_futuro claridad_rapidez comunicación saludo cordial reyna olimpia riba peinado desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje perder ordenador portátil complicado depender puntualidad llegar tiempo causa llegar previsto gustar futuro claridad rapidez comunicación saludo cordial reyna olimpia riba peinado desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,25,1.0,,0.994195282459259
2024-01-22 08:33,13:41:26,183,E,and querer_explicar ocurrir_viaje tratar_amable personal_control generar_estrés compromiso importante consecuencia_perder conexión_transporte confío_revisen proceso pasajero acompañado saludo cordial eugenio martorell_gallart desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer explicar ocurrir viaje tratar amable personal control generar estrés compromiso importante consecuencia perder conexión transporte confío revisen proceso pasajero acompañado saludo cordial eugenio martorell_gallart desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,-1,0.0423757618672837,,0.9928855299949646
2024-07-19 21:53,07:47:11,396,E,and querer_detallar problema_recientemente tren ascensor_estación servicio complicado_depender puntualidad_llegar tiempo consecuencia_perder conexión_transporte gustar_futuro claridad_rapidez comunicación saludo cordial íñigo moll trillo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and querer detallar problema recientemente tren ascensor estación servicio complicado depender puntualidad llegar tiempo consecuencia perder conexión transporte gustar futuro claridad rapidez comunicación saludo cordial íñigo moll trillo desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,65,0.0501509650610045,,0.9554212093353271
2023-11-13 12:34,02:57:15,418,E,and gustar_relatarl situación afectar ventilación_excesivamente ruidoso inconveniente_serio recibir_información momento causa_llegar previsto_confiar revisen_proceso pasajero acompañado saludo cordial angélico lama villena desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and gustar relatarl situación afectar ventilación excesivamente ruidoso inconveniente serio recibir información momento causa llegar previsto confiar revisen proceso pasajero acompañado saludo cordial angélico lama villena desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,41,0.2633584025555147,,0.9272157549858093
2023-05-08 15:17,05:24:28,12,E,and contacto_vivir situación complicado cancelación_tren condición_meteorológico inconveniente_serio recibir_información momento provocar_gasto adicional_deber confío_revisen proceso pasajero acompañado saludo cordial godofredo canal pinillar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and contacto vivir situación complicado cancelación tren condición meteorológico inconveniente serio recibir información momento provocar gasto adicional deber confío revisen proceso pasajero acompañado saludo cordial godofredo canal pinillar desear añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,2,0.7377418450973383,,0.8559190034866333
2025-06-03 12:29,19:20:37,259,E,and trayecto_ocurrir considerar importante comunicar reserva_aparecer tren problema_agravar alternativa_evidente momento provocar_gasto adicional_deber ayuda_implementarar mejora_prevenir problema saludo cordial bernabé amado blanco asensio_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,and trayecto ocurrir considerar importante comunicar reserva aparecer tren problema agravar alternativa evidente momento provocar gasto adicional deber ayuda implementarar mejora prevenir problema saludo cordial bernabé amado blanco asensio_además_deseo añadir experiencia resultar frustrante dejar importante contar comunicación transparente apoyo constante pasajero,83,0.2407664939393586,,0.9897556900978088
