Fecha,Hora,Likes,Tweet,Lang
2023-12-05 09:11,00:45:24,374,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quiero detallar un problema que tuve recientemente en el tren: problemas al comprar el billete online. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Teresita Chaves Mateu Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-07-26 14:01,16:17:18,295,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me pongo en contacto porque he vivido una situación complicada: un retraso causado por una avería en la vía. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Cándido Lumbreras Berenguer Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-12-02 14:53,06:42:43,500,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me pongo en contacto porque he vivido una situación complicada: vandalismo dentro del tren. El problema se agravó porque no había alternativas evidentes en ese momento. Esto provocó gastos adicionales que no debería haber tenido. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Heliodoro Álamo Álvarez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-08-14 20:40,01:56:09,223,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

En mi último trayecto ocurrió algo que considero importante comunicar: un asiento asignado erróneamente. La situación fue especialmente problemática porque afectó toda mi organización. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Augusto Núñez Salmerón Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-01-13 09:42,06:04:36,326,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me gustaría relatarles una situación que me afectó bastante: puertas que cerraban o abrían incorrectamente. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Eustaquio Rodrigo Gracia Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-12-22 21:09,02:49:58,380,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

He experimentado un inconveniente durante mi viaje que deseo compartir: un retraso debido al embarque lento por exceso de pasajeros. La situación fue especialmente problemática porque afectó toda mi organización. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Rodrigo Cortina-Palmer Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-10-12 12:40,09:12:01,495,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me dirijo a ustedes para describir un incidente ocurrido en el tren: mal olor persistente en el vagón. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Tuve que reorganizar citas y generar cambios de última hora. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Rafa Portillo Roda Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-11-12 19:28,08:05:47,500,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

En mi último trayecto ocurrió algo que considero importante comunicar: el botón de emergencia no funcionaba. Esto generó bastante estrés ya que tenía compromisos importantes después. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Calixto David Acedo Seguí Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-06-17 17:46,08:16:37,476,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quisiera explicar lo que ocurrió durante mi último viaje: dudas sobre la tarjeta de descuento. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Aránzazu Máxima Simó Becerra Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-03-14 13:52,09:45:46,463,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

En mi último trayecto ocurrió algo que considero importante comunicar: un vagón reservado que no formaba parte del tren. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Luciana Valero Garay Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-04-09 09:41,09:36:13,201,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Tuve un problema durante el viaje y considero necesario notificarlo: un andén sucio. Fue un inconveniente serio porque no recibí información clara en ningún momento. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Cristina Berenguer Bayo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-05-09 10:52,13:07:20,195,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Tuve un problema durante el viaje y considero necesario notificarlo: un asiento reservado ocupado por otra persona. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Lorena Calderon Rivera Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-07-24 07:15,07:50:27,148,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me gustaría relatarles una situación que me afectó bastante: un retraso porque el tren estuvo esperando conexiones. El problema se agravó porque no había alternativas evidentes en ese momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Néstor Ávila-Barberá Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-02-13 12:45,20:15:19,256,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

En mi último trayecto ocurrió algo que considero importante comunicar: haber perdido una cartera. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Álvaro Daza Amaya Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-05-03 06:52,17:48:31,450,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quisiera explicar lo que ocurrió durante mi último viaje: información contradictoria sobre el retraso. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Eusebia Abellán Isern Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-01-18 14:49,17:23:33,221,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me gustaría relatarles una situación que me afectó bastante: haber perdido una mochila. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Teófila Armida Naranjo Aragonés Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-11-08 10:23,20:53:50,317,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me gustaría relatarles una situación que me afectó bastante: una escalera mecánica de la estación averiada. La situación fue especialmente problemática porque afectó toda mi organización. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Marisol Dominguez Ramón Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-03-13 11:18,06:58:30,33,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me pongo en contacto porque he vivido una situación complicada: un asiento reservado ocupado por otra persona. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Tuve que reorganizar citas y generar cambios de última hora. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Tamara Sainz-Ortega Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-04-12 21:28,17:22:41,337,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me pongo en contacto porque he vivido una situación complicada: aire acondicionado funcionando solo en algunos vagones. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Marisela Miranda Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-07-22 15:45,16:49:56,492,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

He experimentado un inconveniente durante mi viaje que deseo compartir: falta de ayuda para personas con movilidad reducida. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Olga Nélida Flores Páez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-05-12 06:11,17:40:36,381,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Tuve un problema durante el viaje y considero necesario notificarlo: la cancelación total del tren sin alternativa. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Ariel Camacho Pineda Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-04-14 07:51,05:01:18,178,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Tuve un problema durante el viaje y considero necesario notificarlo: un retraso causado por una avería en la vía. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Melchor del Criado Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-04-22 18:21,03:13:05,357,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me dirijo a ustedes para describir un incidente ocurrido en el tren: iluminación insuficiente. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Joan Izaguirre Uría Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-08-11 17:15,09:40:21,499,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quisiera explicar lo que ocurrió durante mi último viaje: calefacción averiada. El problema se agravó porque no había alternativas evidentes en ese momento. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Evaristo Donoso Piquer Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-06-22 11:34,15:30:31,232,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quisiera explicar lo que ocurrió durante mi último viaje: haber comprado un billete con fecha incorrecta. Esto generó bastante estrés ya que tenía compromisos importantes después. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Arsenio Abel Salom Vilaplana Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-11-12 17:45,06:37:56,326,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quisiera explicar lo que ocurrió durante mi último viaje: un retraso de más de 15 minutos sin ningún anuncio. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Tamara Capdevila Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-02-20 18:46,17:10:44,366,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me gustaría relatarles una situación que me afectó bastante: mesas pegajosas. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Nieves Nuñez Fuente Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-07-13 09:46,15:10:49,3,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Les escribo para informar de algo que me sucedió en el trayecto: un retraso porque no había maquinista disponible. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Rosalinda Núñez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-02-07 15:20,08:38:59,437,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quisiera explicar lo que ocurrió durante mi último viaje: confusión sobre la normativa de bozal. Fue un inconveniente serio porque no recibí información clara en ningún momento. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Lourdes Corral Nuñez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-09-08 15:14,07:30:15,264,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Tuve un problema durante el viaje y considero necesario notificarlo: las guías táctiles estaban dañadas. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Camila Páez Goicoechea Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-12-05 06:18,06:47:26,362,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quiero detallar un problema que tuve recientemente en el tren: mal olor persistente en el vagón. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
María Cristina Álamo Ortiz Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-11-20 15:17,17:12:34,5,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me dirijo a ustedes para describir un incidente ocurrido en el tren: la zona reservada para silla de ruedas estaba ocupada. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
María Pilar Valentín-Durán Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-08-25 16:36,17:34:07,103,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

En mi último trayecto ocurrió algo que considero importante comunicar: la cancelación del tren por un fallo mecánico. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Lucas Francisco Cuesta Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-11-28 15:14,07:01:54,224,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me dirijo a ustedes para describir un incidente ocurrido en el tren: mesas pegajosas. El problema se agravó porque no había alternativas evidentes en ese momento. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Marcos Donaire Valcárcel Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-01-16 19:53,00:37:33,39,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me dirijo a ustedes para describir un incidente ocurrido en el tren: haber comprado un billete con fecha incorrecta. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Vilma Zaragoza Gisbert Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-10-06 18:29,14:04:20,164,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Tuve un problema durante el viaje y considero necesario notificarlo: aire acondicionado demasiado frío. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Aarón Salvador Bauzà Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-08-24 19:18,06:12:57,443,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Les escribo para informar de algo que me sucedió en el trayecto: falta de ayuda para personas con movilidad reducida. Fue un inconveniente serio porque no recibí información clara en ningún momento. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Paola Miró Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-12-02 14:16,22:32:02,196,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Quisiera explicar lo que ocurrió durante mi último viaje: problemas con billete para perro. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Ángela Bilbao Domingo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-02-03 20:51,20:33:18,31,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

He experimentado un inconveniente durante mi viaje que deseo compartir: una propuesta para mejorar la plataforma de venta de billetes. Fue un inconveniente serio porque no recibí información clara en ningún momento. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Primitiva Barón Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-11-14 12:34,09:19:52,130,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Les escribo para informar de algo que me sucedió en el trayecto: una sugerencia para añadir más espacios para bicicletas. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Asunción Ariza Santos Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2024-10-15 21:03,17:12:18,251,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Les escribo para informar de algo que me sucedió en el trayecto: haber perdido un cochecito infantil. Fue un inconveniente serio porque no recibí información clara en ningún momento. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Belen Orozco Roig Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2023-07-24 09:15,02:47:58,430,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Les escribo para informar de algo que me sucedió en el trayecto: trato poco amable por parte del personal del tren. El problema se agravó porque no había alternativas evidentes en ese momento. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Joaquín Ayuso Larrañaga Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-03-19 16:59,18:01:45,122,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me dirijo a ustedes para describir un incidente ocurrido en el tren: baños sucios o averiados. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Ana Lozano Pardo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-02-10 14:35,16:50:42,380,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

Me pongo en contacto porque he vivido una situación complicada: un retraso porque no había maquinista disponible. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Alcides Fabregat Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
2025-10-02 14:55,11:40:22,468,"JD GONZÁLEZ SASTRERIA
@sastreria_jd
·
1h
Replying to 
@DenunciasAntio2
 @seguridadmed
 and 
@PoliciaMedellin

En mi último trayecto ocurrió algo que considero importante comunicar: haber perdido ropa. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
María Del Carmen Aller Fabra Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",E
